report_text,label
Plante cultivée pour ses fleurs utilisée dans la parfumerie sous forme d'essence.,0
Plantes potagères cultivées pour leurs bulbes comestibles par l'homme sous forme de légumes.,0
Ensemble de plantes cultivées pour leurs feuilles comestibles par l'homme sous forme de légumes.,0
Ensemble de plantes cultivées pour leurs fleurs ou inflorescences comestibles par l'homme sous forme de légumes. L'inflorescence est la disposition des fleurs sur la tige.,0
Ensemble de plantes cultivées pour leurs fruits comestibles par l'homme sous forme de légumes ou de fruit (cas du fraisier).,0
"Ensemble de plantes potagères cultivées pour leurs graines comestibles par l'homme sous forme de légumes. Les graines peuvent se développer dans des gousses, fruits de la plante.",0
Ensemble de plantes cultivées pour leurs racines comestibles par l'homme sous forme de légumes.,0
Ensemble de plantes cultivées pour leurs tiges comestibles par l'homme sous forme de légumes.,0
Ensemble de plantes cultivées pour leurs tubercules comestibles par l'homme sous forme de légumes.,0
Plante cultivée pour ses graines riches en protéines comestibles par l'homme sous forme de légumes secs les lentilles. La paille de lentilles est utilisée en alimentation animale,0
Plante cultivée pour ses graines comestibles par l'homme sous forme de légume sec les lentilles,0
agrume cultivé pour son fruit le lime,0
Plante cultivée pour ses graines riches en lipides ou pour sa fibre ayant plusieurs usages industriels. Les deux usages ont généré des variétés de plantes distinctes.,0
Plante cultivée pour ses fibres ayant plusieurs usages industriels dont la fabrication de textile.,0
Plante cultivée pour ses graines riches en lipides. Les graines sont comestibles par l'homme sous forme d'huile. Les graines sont aussi utilisées en alimentation animale. L'huile de lin a plusieurs usages industriels.,0
arbre tropical et arbre fruitier à noyau cultivé pour son fruit le litchi.,0
arbre tropical produisant un fruitier à noyau appelé longane ou longani,0
Plante utilisée comme fourrage dans la création de prairies artificelles et temporaires,0
"Ensemble de plantes cultivées pour leurs graines riches en protéines utilisées en alimentation animale. La plante entière est aussi utilisée comme fourrage. Les graines sont comestibles par l'homme sous forme de légumes secs, de farine. Certaines plantes sont cultivées pour leurs fleurs ornementales. Le lupin est aussi une plante à fibres. Le lupin est utilisé comme engrais vert",0
Plante cultivée pour ses fibres ayant plusieurs usages industriels.,0
Plante cultivée pour leur richesse en protéines. La plante entière est utilisée comme fourrage en alimentation animale.,0
Plante ornementale cultivée pour leurs fleurs.,0
Plante cultivée pour ses graines riches en protéines. La graine est comestible par l'homme sous forme de légume sec ou de graines grillées. Les graines sont aussi utilisées en alimentation animale.,0
Plante utilisée comme fourrage dans la création de prairies artificielles,0
Plante utilisée comme fourrage dans la création de prairies. Le fourrage peut être frais ou déshydraté.,0
Plante cultivée pour ses feuilles comestibles par l'homme sous forme de légume en salade.,0
"Plante destinée à plusieurs usages: comme légume pour l'alimentation humaine (mais doux, mais à popcorn), comme céréale pour alimentation humaine et animale et comme fourrage pour l'alimentation animale.",0
"Plante cultivée pour ses grains comestibles par l'homme sous forme de céréale, de farine, de semoule. Les grains sont principalement utilisé en alimentation animale. La plante entière est aussi utilisée en alimentation animale sous forme de fourrage ou d'ensilage.",0
Plante cultivée pour son fruit comestible par l'homme sous forme de légume du même nom. Le fruit se compose de graines. Le fruit entier ou les graines sont consommés.,0
Plante cultivée comme fourrage pour les animaux. elle peut être consommé en vert ou après ensilage.,0
"Plante cultivée pour ses grains utilisés principalement en alimentation animale. Le grain est comestible par l'homme sous forme de farine, de céréales, de semoule etc...",0
Plante cultivée pour ses graines comestibles par l'homme sous forme de pop-corn.,0
agrume cultivé pour son fruit la mandarine,0
arbre tropical et arbre fruitier cultivé pour son fruit le mangoustan,0
arbre fruitier à noyau cultivé pour son fruit la mangue.,0
Type de production intensive des cultures légumières et de certains fruits (petits fruits) destinés à la vente en frais.,0
Plante potagère cultivée pour son fruit comestible par l'homme comme légume du même nom. Il existe plusieurs variétés de melon.,0
Mélange de deux céréales pour l'alimentation animale. Culture composée de deux plantes le blé et le seigle pour alimentation humaine.,0
Ensemble de plantes cultivées principalement pour ses grains comestibles par l'homme sous forme de céréales ou de farine.,0
Plante cultivée pour être utilisée en alimentation animale comme fourrage,0
Plante cultivée pour ses graines comestibles par l'homme sous forme de condiment la moutarde. Les graines sont riches en lipides dont on extrait de l'huile. La plante est aussi utilisée comme fourrage pour l'alimentation animale. Il existe plusieurs variétés de moutarde. La moutarde noire est une plante médecinale.,0
Plante cultivée pour sa richesse en lipides. Elle est utilisée plante entière comme fourrage en alimentation animale.,0
arbuste cultivé pour son fruit du même nom la myrtille,0
Plante potagère cultivée pour sa racine consommée par l'homme sous forme de légume du même nom.,0
Plante cultivée pour ses graines riches en lipides comestible par l'homme sous forme d'huile. La plante entière est aussi utilisée comme fourrage pour l'alimentation animale ou comme engrais vert.,0
Plante cultivée pour ses graines riches en lipides. En france elle est utilisée plante entière comme fourrage vert ou fourrage ensillé en alimentation animale. La navette est aussi utilisée comme engrais vert.,0
arbre cultivé pour son fruit à coque la noisette.,0
arbre cultivé pour son fruit à coques la noix. La noix est riche en lipides dont on extrait de l'huile alimentaire.,0
Plante cultivée pour leur fleur (capsule) utilisée dans l'industrie comme plante médecinale. Les capsules contiennent des graines utilisées dans l'huilerie.,0
