2822	1	a	Evaluation des risques : un temps doux et humide est favorable, le risque est moins important avec les montées de température, mais le mildiou reste favorisé par la présence d’eau sur les feuilles (condensation, rosée, aspersion, pluies).
4285	1	a	mosaïque chlorotique le long des nervures, un feutrage Stade phénologique et état de la culture : les stades blanc sur la face inférieure des feuilles et un raccourcis- s’étalent de B3 à B13 feuilles.
2943	1	a	La gestion des parcelles vis-à-vis de la tavelure doit s'effectuer en tenant compte de l'évolution rapide de la végétation (période de pousse très active avec nouvelles feuilles par semaine) et des pluies annoncées afin d'éviter l'installation de la maladie pendant la période des contaminations primaires.
3495	1	a	Bulletin de Santé du Végétal Aquitaine – Maraîchage – Pomme de terre N° 1 – 31 janvier / 6 Rhizoctone et Sclérotinia • Situation sur le terrain Quelques symptômes de rhizoctone et de sclérotinia ont été signalés ; ils concernent 1% des plants.
4884	1	a	Cependant sur parcelle d’ail dans le Nord du 44, des dégâts de mildiou sur 5 % de la parcelle sont signalés.
4636	1	a	Si l’oïdium n’est présent qu’à la base des tiges, le risque est faible.
4196	1	a	Le tableau faisant la synthèse du comportement de ces variétés face à la rouille brune a été présenté dans le bulletin N°8 du 05/04/2016, disponible http://www.limousin.synagri.com/synagri/grandes-cultures  JNO Un certain nombre de situations est affecté par la présence du virus.
5242	1	a	Ce sont principalement des témoins non traités ainsi que quelques parcelles traitées le plus souvent en situations d’échec (souvent lié à un problème de qualité de pulvérisation), - des symptômes d’oïdium sont apparus sur certaines parcelles protégées, mais avec une fréquence d’attaque qui reste faible (1 à 5%, avec le plus souvent 1 baie concernée par grappe).
1956	0	a	 Aleurodes SITUAT ION SUR LE TERRAIN La présence d’aleurodes est toujours relevée en parcelles hors-sol et dans les deux bassins de production.
4557	1	a	Attention, après la grêle, les vignes deviennent assez sensibles au mildiou sur les jeunes organes verts et sur les feuilles abîmées.
3979	1	a	Ne pas les composter pour éviter au virus de se conserver.
1874	0	a	Piégeage du carpocapse des pommes Réseau Aquitaine - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Moyenne 2002-2013 Lot-et-Garonne 2014 Lot-et-Garonne 2013 En parcelle de référence à forte pression quelques nouveaux dégâts sont observés et la descente des larves dans les bandes pièges se poursuit.
5175	1	a	La rouille brune se développe désormais sur les variétés sensibles semées avant le 15 novembre, sur les feuilles F3 à F1.
4493	1	a	Oïdium (Podosphaera xanthii et Golovinomyces cichoracearum) : La fréquence et l’intensité des attaques d’oïdium sont toujours importantes.
4949	1	a	Le suivi du nombre des générations de mildiou est un bon indicateur pour connaître le début de la période à risque de cette maladie.
3403	1	a	 / ’ Cette semaine, seule la parcelle d’Indre-et-Loire présente de l’oïdium avec 10% de F3 touchées.
1359	0	a	Chercher les pucerons entre et sous les feuilles.
2286	0	a	 - - - - - - - - - - Piégeage de la sésamie en Aquitaine 2012 • Sésamie Situation en Aquitaine : Le second vol se termine, les populations de cette seconde génération sont faibles : il très peu de pieds de ponte ou de chenilles en parcelles.
3656	1	a	La rouille commence à se développer sur la région Nord Pas-de-Calais.
5329	1	a	Des collets et des tiges sont touchés par les pourritures typiques liées à ce champignon.
2051	0	a	TMV mosaïque du tabac AMV mosaique de la luzerne CMV mosaïque du concombre TRSV ring spot CMV mosaïque du concombre PVY virus de la pomme de terre Bulletin de Santé du Végétal Grand Sud Ouest – Tabac N°9 – 7 août / 13 Mode de transmission des VIROSES ◦ Virus transmis par les pucerons - CMV mosaïque du concombre, - PVY virus Y de la pomme de terre, - AMV mosaïque de la luzerne.
1588	0	a	On observe à la fois des pucerons verts et cendrés, mais en absence de fortes pullulations, ce sont les pucerons verts (Myzus Persicae) qui sont à surveiller à cette période.
1413	0	a	Département Commune Fin semaine 21 Début semaine 22 Stade Nb mouche Stade Nb mouche 56 Elven (céleri) Moréac (céleri) Colpo (céleri) 4 fv 5 fv 4 fv 14 17 fv 5 fv 4 fv La ravageur est toujours présent sur deux des trois parcelles suivies où le seuil est fortement dépassé puisque l'on arrive à plus de 6 mouches par pièges et par semaine à Moréac.
3571	1	a	Féverole : Développement des maladies : ascochytose, botrytis et mildiou.
3706	1	a	Sur Aquitaine et Midi-Pyrénées, une prospection mildiou sera réalisée fin juin début juillet.
5049	1	a	Plaine du Forez et mont du lyonnais Mildiou plantes touchées : 30 % avec quelques plantes avec un dessèchement marqué du feuillage ou un flétrissement de la plante entière, Tomate Pucerons, risque faible Tutta absoluta déjà présent sur trois exploitations, déjà concernées l’année dernière.
3007	1	a	11 OIDIUM La pression oïdium sur orge de printemps est relativement proche de l’année passée.
1614	0	a	La présence de noctuelles est également toujours remarquée avec une pression relati- vement faible (intensité 1 sur 10 % des plantes).
4145	1	a	Page 6 / 7 N° 37 DU 30 OCTOBRE 2012 Phoma : Suite aux épisodes pluvieux consécutifs du mois d'octobre, les premiers macules de phoma s'observent sur feuilles.
2156	0	a	Respectez la réglementation « abeilles » et relisez attentivement la note nationale BSV 2013 sur les abeilles et les pollinisateurs Dans les situations proches de la floraison des arbres fruitiers et des parcelles l(cid:130)gumi(cid:132)res, lors de la pleine floraison, ou lorsque d’autres plantes sont en fleurs dans les parcelles (sem(cid:130)es sous couvert ou adventices), utiliser un insecticide ou acaricide portant la mention (cid:131) abeille (cid:132), autoris(cid:129) (cid:131) pendant la floraison mais toujours en dehors de la pr(cid:129)sence d’abeilles (cid:132) et intervenir le soir par temp(cid:129)rature <13(cid:134)C (et jamais le matin) lorsque les ouvri(cid:132)res sont dans la ruche ou lorsque les conditions climatiques ne sont pas favorables (cid:128) l’activit(cid:130) des abeilles, ceci afin de les pr(cid:130)server ainsi que les autres auxiliaires des cultures potentiellement expos(cid:130)s.
4618	1	a	Ces symptômes sont à distinguer de ceux du rhizoctone brun (tout autre origine).
3094	1	a	Simulation issue du modèle melon mildiou - DGAL/Inoki® Acquisition des données météo : Cirame et CAPL.
502	0	a	Eulia ou tordeuse de la grappe – Argyrotaenia pulchellana Diminution voir pas de capture cette semaine, la fin du premier vol s’annonce.
1399	0	a	Démarrage du 2eme vol Morbihan Pas de parcelles fixes SWAT : Démarrage du 2eme vol Observations : Prévision et évaluation du risque : Risque moyen à fort selon les régions Evolution de- puis 1 semaine Mouche du chou 2014 : Nombre moyen d'oeufs/piège F inis t ère es d'A rmo lle ila ine 2001- 2013 ( f inis t ère ) Pontes Larves Vols Pupes - - - - - - - - - - - - - Modèle SWAT : Evolution des populations de mouche en Ile & Vilaine Le second vol est en cours ou annoncé.
4784	1	a	Production élevée d’inoculum avec un risque potentiel, dans tous les cas de figure Bulletin de Santé du Végétal Aquitaine - Limousin - Poitou-Charentes / Édition Poitou-Charentes Cultures légumières – N°10 du 08 juin 2016 3/8 Évaluation du risque : le modèle montre que les 8ème et 9ème générations du mildiou sont en cours sur l’Île de Ré.
3173	1	a	La pression importante de 2013 a laissé des chancres et des momies plus nombreux.
1723	0	a	Thrips : La présence de thrips est en diminution dans la première parcelle: 0,09 thrips/fleur contre 0,12 la semaine dernière.
4271	1	a	Monilia fructigena es ’o r ig in ’u om cat des fruits qui restent accrochés à l’arbre, caractérisée par une pourriture ferme, brune, qui se recouvre de cous- sinets grisâtres formant des cercles concentriques.
1390	0	a	Noctuelles gamma : Vols modérés, quelques chenilles.
3648	1	a	REPRODUCTION DE CE BULLETIN AUTORISEE SEULEMENT DANS SON INTEGRALITE – REPRODUCTION PARTIELLE INTERDITE – page 2/5 POMMIER Bulletin n° 12 mercredi 29 septembre 2010 (cid:1)(cid:1)(cid:1)(cid:1) TAVELURE Les symptômes sur feuilles sont toujours actifs surtout sur variétés sensibles à la tavelure d’automne (Pink Lady, Sun Downer et Golden Extrême).
2911	1	a	• Cladosporiose (Cladosporium cucumerinum) Les symptômes de cladosporiose sont en recrudescence.
1849	0	a	4 CEREALES A PAILLE RESEAU DE SURVEILLANCE PUCERONS (Rhopalosiphum padi) La tour à succion de Lavannes permet de capter les vols de pucerons (suivi FREDON- CA).
4295	1	a	- Risque mildiou au 16 juillet : risque nul pour la grande majorité des secteurs, sauf Guillonville (28) et Boisseaux (45) ; seuil de nuisibilité non atteint quel que soit le secteur.
507	0	a	Pucerons mauves – Dysaphis pyri Le puceron mauve était présent en début de saison.
4754	1	a	Favoriser l’aération permet de réduire l’hygrométrie sur le feuillage et ainsi freiner le développement de la rouille.
1197	0	a	Rappel : Le seuil de risque est atteint lorsque la moyenne des captures dépasse un effectif de 20 mouches capturées par piège.
4722	1	a	 Chancre commun Dans les parcelles où des taches de tavelure sont observées, des contaminations sont possibles à par- tir des conidies présentes, qui peuvent entraîner des repiquages.
5279	1	a	8 parcelles présentent des symptômes de phoma avec une faible fréquence d’attaque : 11% des plantes touchées.
205	0	a	A l’automne, deux surveillances sont à réaliser (limaces et pucerons).
2434	0	a	Dans les situations avec piégeage, le nombre moyen d’altises capturées par cuvette est de 5 insectes (en nette régression par rapport à la semaine dernière).
2945	1	a	Seulement 7 parcelles du réseau ont fait l’objet d’un signalement pour cause de présence d’oïdium avec entre 1 et 100% de siliques touchées dans les parties non traitées.
2976	1	a	les maladies cryptogamiques type septoriose, rouille ou piétin verse, en limitant le nombre de contaminations automnales.
3200	1	a	Zone plaine de l’Isère, romanais L’oïdium est généralisé avec une intensité de 2.
5365	1	a	Ce sont des pourritures sans odeur.
2768	0	a	TORDEUSES Le réseau de pièges pour le suivi du vol de la seconde génération de tordeuses de la grappe sera opérationnel en fin de semaine.
3963	1	a	Le virus est toujours présent sur quelques parcelles du réseau de référence.
770	0	a	Bio-contrôle : - acarien prédateur : Neoseiulus cucumeris, Amblyseius swirskii punaise prédatrice : Orius sp -  Otiorrhynques Les dégâts sur rosiers provoqués par des adultes sont importants, leur présence est également constatée sur Photinia, rhododendron… et de nombreuses plantes de pépinières.
2164	0	a	Cocons d’hyponomeutes Cochenille rouge Le dessèchement de branches ou de rameaux peut être un signe de sa présence.
5204	1	a	Une forte attaque a également été diagnostiquée sur un lot d’abricotiers en conteneurs, avec un dessèchement puis un dépérissement des arbres touchés.
1802	0	a	Zone Drôme Des thrips ont été observés sur 100 % des plants avec une intensité moyenne (note de 2).
2576	0	a	La pression en mildiou est bien là et la pousse très rapide de la vigne augmente la sensibilité aux contaminations.
5451	1	a	Des symptômes d’alternariose peuvent faire suite à la maladie.
1107	0	a	• Puceron mauve (Dysaphis pyri) Le puceron mauve du poirier a un cycle très proche du puceron cendré du pommier.
4153	1	a	Rouille : Des taches de rouille sont présentes de façon stabl e sauf à Surtainville où leur présence est notée en augmentation (pustules observées sur 62% des plantes contre 28% la semaine dernière).
3323	1	a	Le Phytophthora est une pourriture ferme, de couleur brune.
3618	1	a	Céréales La poursuite de la progression des stades avec un centrage sur le gonflement Une pression de la septoriose en augmentation, favorisée par les conditions météorologiques des derniers jours.
2888	1	a	Variété peu Date de récolte prévue sensible 15 août 31 août 31 août 5 septembre Avant mi-octobre Après mi-octobre Avant mi-octobre Après mi-octobre Variété sensible sensible à très 31 août 5 septembre 4 Les seuils à prendre en compte sont : 30 % de plantes avec de l’oïdium, 40 % avec de la rouille, et 20 % avec du ramularia ou de la cercosporiose.
