report_text,label
essai sur la classification des plantes cultivées en France en fonction des usages.,0
"agrume cultivé pour son fruit comestible par l'homme sous forme de confiture d'orange amère. Le fruit est utilisé dans la patisserie comme aromate . De ses fleurs, sont extraits des huiles essentielles. Arbre utilisé aussi comme plante ornementale.",0
plante cultivée pour ses grains comestibles par l'homme sous forme de céréales ou de farine. La plante est aussi utilisée en alimentation animale.,0
Plantes cultivées comme fourrage. Elles sont utilisées dans les prairies pour l'alimentation animale et les pelouses ornementales. Ces plantes sont aussi des adventices pour d'autres cultures.,0
plante utilisée en prairie pâturée ou en fauche.,0
Ensemble de plantes utilisée pour les pelouses ornementales (mélange pour gazon).,0
Plantes cultivées comme fourrage. Elles sont utilisées dans les prairies pour l'alimentation animale.,0
arbre fruitier à noyau cultivé pour son fruit l'abricot.,0
arbre tropical et arbre fruitier cultivé pour son fruit l'abricot pays.,0
liane cultivée pour son fruit le kiwi,0
petits arbres cultivés pour leurs fruits comestibles. Ils ont aussi une fonction ornementale,0
Plante potagère cultivée pour sa bulbe comestible par l'homme sous forme de légume du même nom.,0
Plante cultivée pour ses grains utilisés en alimentation animale. La plante est aussi utilisée comme fourrage.,0
Arbre cultivée pour son fruit à coque l'amande. L'amande riche en lipides est comestible par l'homme sous forme de fruit sec ou d'huile. L'huile d'amande est utilisée en comestique.,0
Plante tropicale cultivée pour son fruit du même nom.,0
culture d'arbres et d'arbustes,0
cultures des arbres et arbustes qui produisent des fruits comestibles; Les fruits peuvent subir une transformation et être mangés sous forme de jus de fruits alcoolisés ou non.,0
"cultures des arbres et arbustes qui produisent des fruits tropicaux comestibles; Les fruits peuvent subir une transformation et être mangés sous forme de jus de fruits alcoolisés ou non. Les fruits peuvent être considérés comme des légumes pour alimentation humaine (banane plantin, christophine, etc.).",0
culture des arbres et arbustes d'agrément,0
plantes ou arbustes cultivés pour leurs baies,0
arbre cultivé pour son fruit à coques.,0
cultures des arbres et arbustes qui produisent des fruits comestibles. Leurs fruits contiennent un noyau.,0
arbre cultivé pour son fruit contenant des pépins.,0
Plante potagère cultivée pour ses feuilles (inflorescence) comestible par l'homme sous forme du légume du même nom.,0
Plante potagère cultivée pour sa tige souterraine comestible par l'homme sous forme de lègume du même nom. Plusieurs variétés d'asperges existent.,0
arbuste tropical cultivé pour son fruit atte ou pomme cannelle.,0
Plante potagère cultivée pour son fruit comestible par l'homme sous forme de légume l'aubergine,0
arbre  tropical et arbre fruitier à baies cultivé pour son fruit l'avocat.,0
"avoine semé après le 1er février, principalement de fin février à début mars.",0
Plante cultivée pour ses grains utilisées en alimentation animale. La plante est aussi utilisée comme fourrage mélangée à une légumineuse.,0
"avoine semée avant le 1er février, principalement de fin septembre à mi-octobre",0
plante tropicale cultivé pour son fruit la banane. Il existe plusieurs variétés de bananes.,0
Plante tropicale cultivée pour son fruit comestible par l'homme comme fruit sous le nom de banane,0
Plante tropicale cultivée pour son fruit comestible par l'homme comme légume sous le nom de banane plantain,0
Ensemble de plantes cultivées pour leur racine. La racine est comestible par l'homme sous forme de légume. La racine est utilisée en industrie pour fabriquer du sucre. La plante entiére est utilisée en alimentation animale comme fourrage. La racine est aussi utilisée en industrie pour fabriquer du colorant.,0
Plante cultivée utilisée plante entière comme fourrage en alimentation animale.,0
Plante cultivée pour sa racine comestible par l'homme sous forme de légume: la betterave rouge.,0
Plante cultivée pour leur racine riche en saccharose utilisée principalement en industrie pour fabriquer du sucre et de l'alcool. Les collets et les feuilles sont utilisées en alimentation animale. La mélasse sous produit de la fabrication du sucre et la pulpe de betterave deshydratée sont aussi utilisées en alimentation animale.,0
Plante potagère cultivée pour ses  feuilles et ses tiges consommées sous forme de légume du même nom.,0
Ensemble de plantes cultivées pour ses grains comestibles par l'homme sous forme de céréales ou de farine. Les grains sont aussi utilisées en alimentation animale. La tige de la plante est aussi utilisée en alimentation animale comme paille.,0
"Plantes cultivées pour ses grains comestibles par l'homme sous forme de semoule. La semoule sert à la fabrication des pâtes, de la semoule du couscous, de gateaux secs.  La tige de la plante est aussi utilisée en alimentation animale comme paille. Il existe plusieurs variétés de blé dur.",0
blé dur semé avant le 15 février,0
blé dur semé après le 15 février,0
Plantes cultivées pour ses grains comestibles par l'homme sous forme de  farine panifiable. Les grains sont aussi utilisés en alimentation animale. La tige de la plante est aussi utilisée en alimentation animale comme paille. Il existe plusieurs variétés de blé tendre.,0
blé tendre semé avant le 15 février.,0
blé tendre semé après le 15 février.,0
Plante potagère cultivée pour ses feuilles comestibles par l'homme sous forme du légume brède mafane,0
Plante potagère cultivée pour ses fleurs (inflorescence) comestible par l'homme sous forme de légume.,0
Plante cultivée pour ses graines riches en lipides comestibles par l'homme sous forme d'huile.,0
Plante tropicale cultivée pour sa tige consommée par l'homme après transformation sous forme de sucre.,0
Plante potagère cultivée pour sa racine comestible par l'homme sous forme de légume du même nom.,0
arbre cultivé pour son fruit la caroube destinée à l'alimentation animale.,0
Plante cultivée pour ses graines riches en lipides comestible par l'homme sous forme d'huile,0
arbuste cultivé pour sa baie le cassis,0
