1079	1	a	• Cicadelles La cicadelle Edwardsiana est toujours observée sur les parcelles en été.
1856	2	a	Cas des parcelles dont l’évaluation aboutit à une note agronomique < 6, implantées en variétés sensibles : la prise en compte de l’historique de la présence de piétin-verse sera nécessaire.
1636	2	a	Fruits à pépins Tavelure du pommier – Venturia inaequalis Dans la région de nombreux vergers présentent des taches de tavelure sur feuilles et/ou sur fruits.
1244	2	a	La dernière feuille déployée reste indemne de septoriose pour le moment, mis à par une situation à Tancrou (77) où elle est observée sur variété Allez-y.
551	1	a	31-août / / Suivi de s pér iode s de vol de mouche du chou Manche CCHHOOUU -- NNAAVVEETT :: Suivi : 9 parcelles de chou dont 1 en AB Mouche du chou : Une reprise des captures est observée sur les bassins du Mont Saint Michel, de Surtainville et du Val de Saire.
264	0	a	La paille est la partie de la tige de certaines graminées, dites céréales à paille (blé, orge, avoine, seigle, riz), coupée lors de la moisson. Source Wikipédia
1444	2	a	Rhizoctone : Des symptômes sont signalés dans 1 parcelle avec 30% des pieds touchés.
878	1	a	Virus Virus Virus Virus Pucerons Pucerons Pucerons Pucerons ((((Myzus persicae, Aphis gossypii Myzus persicae, Aphis gossypii Myzus persicae, Aphis gossypii Myzus persicae, Aphis gossypii Dégâts d’acariens tarsonèmes Dégâts d’acariens tarsonèmes Dégâts d’acariens tarsonèmes Dégâts d’acariens tarsonèmes Polyphagotar----sonemus latus ((((Polyphagotar sonemus latus)))) Polyphagotar Polyphagotar sonemus latus sonemus latus Piment Végé Piment Végétarien tarien Piment Végé Piment Végé tarien tarien Piment fort Piment fort Piment fort Piment fort MorneMorneMorneMorne----Rouge Rouge Rouge Rouge DDDDucosucosucosucos MorneMorneMorneMorne----Rouge Rouge Rouge Rouge Récolte Fructification et Fructification Janvier Janvier Janvier Janvier 0.00 % 6.67 % 0.00% floraison Janvier Janvier Janvier Janvier Janvier Janvier Janvier Janvier 0.00 % 0.0 % 0.00 % 13.33 % 0.00 % 20.0 % 100.0 % 6.67% 40.0 % Autres organismes nuisibles Autres organismes nuisibles Autres organismes nuisibles Autres organismes nuisibles / Aleurodes / • Anthracnose Anthracnose Anthracnose Anthracnose On ne recense aucun dégât d’anthracnose sur fruit.
1449	2	a	TAVELURE DU POMMIER—TAVELURE DU POIRIER Des taches récentes dues aux contaminations secondaires sont visibles dans plusieurs ver- gers.
1897	2	a	Evaluez le risque sur vos parcelle et intégrez la présence ou non d’helminthosporiose dans la décision.
757	1	a	Pyrale : une année très tardive Le tout début de la chrysalidation est observé sur les 3 cages à pyrales avec 3 semaines de retard par rap- port à 2012.
466	1	a	Le risque tend à croître à la faveur des écarts de températures jour-nuit importants • Taupins Des dégâts sont observés ponctuellement sur fruits récoltés (perforations coté « terre »).
825	1	a	TENTHREDE DE LA RAVE La présence des adultes de la tenthrède de la rave n’a pas progressé cette semaine : dans les 12 pièges positifs, 6 insectes sont présents en moyenne (avec un maximum à 27).
845	1	a	 - - Thrips - acariens Melons En melon, deux cas de cladosporiose et un cas de bactériose sur fruits sont signalés sur me- lons de plein champ en 85.
58	0	a	Ensemble de plantes cultivées pour leur grain riche en amidon, comestible par l'homme sous forme de céréales ou de farine. Une partie de ces plantes (tiges, feuilles) est aussi destinée à l'alimentation animale. Quand elles sont dites récoltée en vert, la totalité de la plante est utilisée comme fourrage pour l'alimentation animale.
819	1	a	Risque doryphore quasi nul.
1848	2	a	Septoriose : sur les feuilles basses, faible progression.
1067	1	a	Limaces Limaces Limaces Limaces (pour les parcelles à moins (pour les parcelles à moins (pour les parcelles à moins (pour les parcelles à moins d’1 feuille) d’1 feuille) d’1 feuille) d’1 feuille) Pucerons Pucerons Pucerons Pucerons Période de risque Période de risque Période de risque Période de risque Dès 1 feuille de la céréale Dès 1 feuille de la céréale.
1475	2	a	Si l’oïdium n’est présent uniquement qu’à la base des tiges ou s’il couvre moins d’1% de la surface foliaire (1 ou 2 feutrages), le risque est faible.
163	0	a	Plante cultivée pour ses graines riches en lipides ou pour sa fibre ayant plusieurs usages industriels. Les deux usages ont généré des variétés de plantes distinctes.
1393	2	a	3 Pourriture ultime de la racine « Difficile de contrôler de telles situations sans avoir recours à la génétique !
996	1	a	Après une observation à la binoculaire, des futurs pucerons ailés ont été observés.
761	1	a	Risque élevé Risque faible Les pucerons sur épis Plusieurs espèces de pucerons peuvent se retrouver sur les feuilles de blé en cours de montaison, mais seul Sitobion ave- nae monte sur les épis.
313	0	a	épeautre (Triticum spelta L.). Source Agreste Statistique Agricole Annuelle: présentation générale.
747	1	a	Punaises Lygus Des fortes attaques de punaises Lygus sp.
880	1	a	Remarque : Les acariens tarsonèmes peuvent être détectés de façon précoce par une observation des bourgeons à la loupe.
309	0	a	L'agriculture vivrière est une agriculture essentiellement tournée vers l'auto-consommation et l'économie de subsistance. La production n'est destinée ni à l'industrie agroalimentaire ni à être exportée. Elle est en grande partie auto-consommée par les paysans eux-mêmes et la population locale. Bien qu'essentiellement limité au « tiers monde » ou « pays du Sud », cette forme d'agriculture demeure très importante, représentant environ 20 % de la production alimentaire mondiale. Par l'importance qu'elle accorde aux semences paysannes — on estime à environ 1,2 milliard d'agriculteurs ceux utilisant des procédés traditionnels de sélection. Elle favorise fortement la biodiversité. Souce wikipédia
329	0	a	Le gombo (Abelmoschus esculentus), appelé cabo à l'île de la Réunion, calou en Guyane, okura au Japon ou en Louisiane et plus généralement dans le Sud des États-Unis, est une espèce de plante tropicale à fleurs appartenant à la famille des Malvaceae, originaire d'Afrique. Son fruit est une capsule de forme pyramidale récoltée verte et employée comme légume et comme condiment. Source Wikipédia
320	0	a	On la cultive pour ses graines comestibles, tout particulièrement en Russie où elle constitue un mets traditionnel. Au Québec, elle fait partie de la cuisine traditionnelle, notamment une variété de fèves nommée « gourgane ». Le terme désigne aussi la graine qui, consommée à l'état frais ou sec, est l'un des légumes les plus anciennement cultivés. Source Wikipédia
1107	1	a	 / ’ Des dégâts de rongeurs (mulots ou campagnols) ont encore été signalés dans l’Eure-et-Loir et le Loiret sur plusieurs parcelles du réseau.
331	0	a	Le goyavier (Psidium guajava) est une espèce d'arbre fruitier de la famille des Myrtaceae, originaire des régions tropicales d'Amérique. Son fruit est la goyave. Source Wikipédia
911	1	a	Prunes Carpocapses Le vol de première génération diminue significativement en intensité.
1505	2	a	Tableau récapitulatif des caractéristiques variétales prises en compte dans l’estimation du risque septoriose (Arvalis Institut du végétal) Variétés  Précocité montaison Précocité épiaison Sensibilité septoriose Expert AREZZO CELLULE BAROK ½ précoce précoce précoce tardif Assez tardif assez sensible précoce ½ précoce ½ préc – ½ tardif moyen sensible peu sensible peu sensible Page 6 Rouille jaune : à surveiller Cinq cas signalés cette semaine sur les variétés Fluor (x2), Rubisko, Hyxpress.
